event1_rms	event2_rms	event3_rms	event4_rms	event5_rms
1.4842264652252197	1.5335201025009155	1.4790879487991333	1.4972889423370361	1.4775032997131348
1.2925057411193848	1.2783820629119873	1.293298363685608	1.2602726221084595	1.3210759162902832
1.3109517097473145	1.231361746788025	1.2920525074005127	1.2414274215698242	1.2702243328094482
1.3267161846160889	1.278496503829956	1.3176357746124268	1.2867155075073242	1.2726426124572754
1.2226510047912598	1.2162877321243286	1.2342121601104736	1.2702243328094482	1.282270073890686
1.3147435188293457	1.2931852340698242	1.3248387575149536	1.359743356704712	1.317080020904541
1.262941837310791	1.3005236387252808	1.3151888847351074	1.2673394680023193	1.3058041334152222
1.3169689178466797	1.4637644290924072	1.2756303548812866	1.3835469484329224	1.2956736087799072
1.4588549137115479	1.3912506103515625	1.3885117769241333	1.3467601537704468	1.3907243013381958
1.3723903894424438	1.3351866006851196	1.3598510026931763	1.3528344631195068	1.383758544921875
1.3026608228683472	1.2683788537979126	1.2641005516052246	1.2832974195480347	1.287170648574829
1.2411915063858032	1.2543336153030396	1.2690712213516235	1.243783950805664	1.261781930923462
1.282726764678955	1.2468408346176147	1.2733327150344849	1.3343091011047363	1.3487155437469482
1.2658367156982422	1.2778092622756958	1.2608532905578613	1.2697632312774658	1.3269368410110474
1.2764335870742798	1.2859188318252563	1.239302635192871	1.3058041334152222	1.298946499824524
1.228981375694275	1.2795268297195435	1.252347707748413	1.2660679817199707	1.270570158958435
1.3977601528167725	1.3459988832473755	1.3744158744812012	1.3486069440841675	1.3429497480392456
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
1.475321650505066	1.4931762218475342	1.4471662044525146	1.4877735376358032	1.5552301406860352
1.562930703163147	1.4444319009780884	1.5495712757110596	1.466362714767456	1.4622632265090942
1.5902336835861206	1.4943524599075317	1.48096764087677	1.544839859008789	1.5735738277435303
1.486690640449524	1.4598581790924072	1.4155588150024414	1.434770107269287	1.4435193538665771
1.517588496208191	1.4997315406799316	1.5081039667129517	1.4666622877120972	1.5168163776397705
1.4441277980804443	1.4408798217773438	1.524711012840271	1.5259588956832886	1.4408798217773438
1.3897764682769775	1.415765643119812	1.417522668838501	1.4302729368209839	1.6755061149597168
1.6326643228530884	1.5710595846176147	1.487379789352417	1.5395232439041138	1.6317673921585083
1.445749044418335	1.3754807710647583	1.407364010810852	1.4674606323242188	1.4530222415924072
1.5272057056427002	1.49209725856781	1.4552373886108398	1.5595546960830688	1.4836344718933105
1.4378281831741333	1.445039987564087	1.4202055931091309	1.4968976974487305	1.5029497146606445
1.4340555667877197	1.4482786655426025	1.4557403326034546	1.4338513612747192	1.4741302728652954
1.4471662044525146	1.549760341644287	1.3714299201965332	1.4094431400299072	1.490722894668579
1.40215265750885	1.3898818492889404	1.4276089668273926	1.4530222415924072	1.491312026977539
1.5300791263580322	1.6149920225143433	1.584607481956482	1.6005123853683472	1.5581458806991577
1.3962929248809814	1.3397842645645142	1.4044480323791504	1.4256590604782104	1.4690561294555664
1.4542310237884521	1.5219237804412842	1.4665623903274536	1.459757924079895	1.4969955682754517
1.5120792388916016	1.4737329483032227	1.5635863542556763	1.5411391258239746	1.515657663345337
1.5052859783172607	1.4816594123840332	1.4848182201385498	1.4258644580841064	1.4436208009719849
1.4321143627166748	1.3881953954696655	1.4266856908798218	1.4024659395217896	1.4405750036239624
1.601609706878662	1.5398085117340088	1.4636642932891846	1.6068120002746582	1.408923625946045
1.4919010400772095	1.4611613750457764	1.4022570848464966	1.4957234859466553	1.4928821325302124
1.4171093702316284	1.4113117456436157	1.4144206047058105	1.4189679622650146	1.4883638620376587
1.4693551063537598	1.497875452041626	1.5128536224365234	1.4740309715270996	1.4379299879074097
1.619337797164917	1.4742295742034912	1.4458503723144531	1.5650838613510132	1.4841278791427612
1.4063233137130737	1.405698537826538	1.456946849822998	1.4460527896881104	1.4406765699386597
1.449087142944336	1.431705355644226	1.430375337600708	1.4064273834228516	1.4064273834228516
1.458754539489746	1.4013171195983887	1.4553380012512207	1.5168163776397705	1.4724408388137817
1.4110004901885986	1.4162826538085938	1.3731369972229004	1.3878788948059082	1.407884120941162
1.4680591821670532	1.4718440771102905	1.3953489065170288	1.4345660209655762	1.4530222415924072
1.4408798217773438	1.3651165962219238	1.4509047269821167	1.4385408163070679	1.498168706893921
1.488462209701538	1.4024659395217896	1.4655637741088867	1.4315009117126465	1.5324695110321045
1.4266856908798218	1.4322166442871094	1.4173160791397095	1.4688568115234375	1.407884120941162
1.509462594985962	1.536476969718933	1.5077155828475952	1.4673608541488647	1.4945484399795532
1.4570473432540894	1.446558952331543	1.4565447568893433	1.421545147895813	1.502170205116272
1.529983401298523	1.481955885887146	1.5169129371643066	1.601609706878662	1.4968976974487305
1.4894455671310425	1.5240386724472046	1.4512073993682861	1.4295562505722046	1.4727391004562378
1.5351423025131226	1.582018256187439	1.5162371397018433	1.4452426433563232	1.5239425897598267
1.47144615650177	1.4625636339187622	1.4879703521728516	1.5378104448318481	1.5019752979278564
1.5257669687271118	1.6000548601150513	1.595014214515686	1.5833134651184082	1.494646430015564
1.4085079431533813	1.4729379415512085	1.3999581336975098	1.4462553262710571	1.6313186883926392
1.4735342264175415	1.801902413368225	1.8186442852020264	1.7417447566986084	1.7426692247390747
1.445141315460205	1.4385408163070679	1.3891443014144897	1.4549355506896973	1.4691557884216309
1.4007946252822876	1.364365577697754	1.412659764289856	1.407155990600586	1.4237064123153687
1.425042748451233	1.4464577436447144	1.4146276712417603	1.6483720541000366	1.4690561294555664
1.362647533416748	1.3942991495132446	1.381746768951416	1.416902780532837	1.468956470489502
1.5621811151504517	1.4990479946136475	1.468657374382019	1.515367865562439	1.5358097553253174
1.4980709552764893	1.4951361417770386	1.4335449934005737	1.49013352394104	1.4373189210891724
1.4005855321884155	1.3541325330734253	1.364150881767273	1.380686640739441	1.3920923471450806
1.4333406686782837	1.3542406558990479	1.3923026323318481	1.4242205619812012	1.434974193572998
1.4379299879074097	1.4652639627456665	1.4416924715042114	1.4719436168670654	1.4676601886749268
1.4152485132217407	1.3733501434326172	1.3562933206558228	1.4151450395584106	1.4379299879074097
1.4293513298034668	1.4072599411010742	1.3807927370071411	1.4204117059707642	1.4424031972885132
1.4209270477294922	1.3580193519592285	1.3363922834396362	1.2952215671539307	1.348824143409729
1.562368631362915	1.5050914287567139	1.4415909051895142	1.5587095022201538	1.3876678943634033
1.4987549781799316	1.4877735376358032	1.473236083984375	1.4711476564407349	1.4074680805206299
1.3983885049819946	1.390303134918213	1.4055943489074707	1.4195868968963623	1.3256120681762695
1.5822033882141113	1.5219237804412842	1.545597791671753	1.5434175729751587	1.576548457145691
1.396607518196106	1.354781150817871	1.3564012050628662	1.4383372068405151	1.407051920890808
1.3580193519592285	1.546734094619751	1.3929334878921509	1.435280203819275	1.4447360038757324
1.5114980936050415	1.4843251705169678	1.3965026140213013	1.4717446565628052	1.5631181001663208
1.3198562860488892	1.3802624940872192	1.3365018367767334	1.3372684717178345	1.3746289014816284
1.3894604444503784	1.4511065483093262	1.5528748035430908	1.4453439712524414	1.5361909866333008
1.4448373317718506	1.3744158744812012	1.3306831121444702	1.5246150493621826	1.421545147895813
1.562930703163147	1.5116918087005615	1.47651207447052	1.6433013677597046	1.572177529335022
1.4972889423370361	1.3883007764816284	1.4684580564498901	1.4534252882003784	1.465164065361023
1.5095596313476562	1.510916829109192	1.5206725597381592	1.5172024965286255	1.5793321132659912
1.48096764087677	1.5017802715301514	1.46045982837677	1.4566452503204346	1.5181671380996704
1.4502991437911987	1.5903258323669434	1.4982664585113525	1.5100444555282593	1.5647096633911133
1.5544768571853638	1.6856122016906738	1.5223084688186646	1.6683251857757568	1.5822033882141113
1.5535346269607544	1.5883913040161133	1.6382149457931519	1.660936951637268	1.5948306322097778
1.6634913682937622	1.635710597038269	1.6116341352462769	1.6679741144180298	1.595014214515686
1.5353330373764038	1.573759913444519	1.4707494974136353	1.606629729270935	1.5198057889938354
1.5026575326919556	1.404239535331726	1.5148847103118896	1.5262466669082642	1.4356881380081177
1.4582526683807373	1.5435123443603516	1.44544517993927	1.468956470489502	1.4797807931900024
1.5535346269607544	1.468956470489502	1.4257616996765137	1.5320872068405151	1.4720430374145508
1.478890061378479	1.4834370613098145	1.4745274782180786	1.573294758796692	1.5997803211212158
1.4770077466964722	1.451308250427246	1.3749483823776245	1.4378281831741333	1.3712162971496582
1.4740309715270996	1.5259588956832886	1.5004147291183472	1.4726396799087524	1.4527199268341064
1.6087243556976318	1.530748724937439	1.5411391258239746	1.5711528062820435	1.5990480184555054
1.7253599166870117	1.7391369342803955	1.5484371185302734	1.5271098613739014	1.5371438264846802
1.5997803211212158	1.4979732036590576	1.536476969718933	1.510141372680664	1.5678879022598267
1.4984618425369263	1.4917047023773193	1.4453439712524414	1.5008050203323364	1.5214426517486572
1.5004147291183472	1.4662628173828125	1.5036314725875854	1.5105291604995728	1.5911542177200317
1.513047218322754	1.5120792388916016	1.4455465078353882	1.5065498352050781	1.5201910734176636
1.6575838327407837	1.5459766387939453	1.4488850831985474	1.4974844455718994	1.419999361038208
1.5610560178756714	1.5170094966888428	1.5526862144470215	1.498559594154358	1.535905122756958
1.5166233777999878	1.7472840547561646	1.50246262550354	1.51874577999115	1.7253599166870117
1.4740309715270996	1.4795829057693481	1.4479752779006958	1.5520260334014893	1.505674958229065
1.5909701585769653	1.5395232439041138	1.5796102285385132	1.531991720199585	1.5136276483535767
1.4994386434555054	1.6895164251327515	1.497582197189331	1.5054805278778076	1.533042550086975
1.517298936843872	1.5827585458755493	1.4718440771102905	1.5295048952102661	1.568541407585144
1.580166220664978	1.5495712757110596	1.5969407558441162	1.5409491062164307	1.6018840074539185
1.5134341716766357	1.4958213567733765	1.5462608337402344	1.4589552879333496	1.5342836380004883
1.5811851024627686	1.5784047842025757	1.5481534004211426	1.5492877960205078	1.5653644800186157
1.546450138092041	1.57143235206604	1.55325186252594	1.628713846206665	1.5290261507034302
1.5659255981445312	1.5429431200027466	1.542468547821045	1.5414241552352905	1.4851139783859253
1.515464425086975	1.4756193161010742	1.5529690980911255	1.5337109565734863	1.5114012956619263
1.4876750707626343	1.5244228839874268	1.5228854417800903	1.571618676185608	1.52528715133667
1.5193240642547607	1.503534197807312	1.5146913528442383	1.5081039667129517	1.5296962261199951
1.465164065361023	1.4991456270217896	1.4856069087982178	1.5482479333877563	1.5493823289871216
1.5016827583312988	1.5572999715805054	1.5279724597930908	1.6670082807540894	1.5682613849639893
1.5651774406433105	1.537715196609497	1.603437066078186	1.5577698945999146	1.6212353706359863
1.6111798286437988	1.5644289255142212	1.5496658086776733	1.6697287559509277	1.6140851974487305
1.4353822469711304	1.4463565349578857	1.6364264488220215	1.470351219177246	1.4886589050292969
1.5239425897598267	1.5600240230560303	1.4659632444381714	1.6230405569076538	1.526726245880127
1.6632273197174072	1.61190664768219	1.654754877090454	1.700744867324829	1.7149758338928223
1.5246150493621826	1.59418785572052	1.4941564798355103	1.6081782579421997	1.691162109375
1.426377773284912	1.4406765699386597	1.5042155981063843	1.508492350578308	1.47651207447052
1.515464425086975	1.4738322496414185	1.6340985298156738	1.6035282611846924	1.4828448295593262
1.5039236545562744	1.4991456270217896	1.4959193468093872	1.5090745687484741	1.4740309715270996
1.474825382232666	1.434974193572998	1.5443658828735352	1.5535346269607544	1.47144615650177
1.741660714149475	1.5342836380004883	1.7259538173675537	1.578033685684204	1.5200947523117065
1.5411391258239746	1.5186493396759033	1.5410441160202026	1.4813629388809204	1.5614311695098877
1.6537812948226929	1.5450292825698853	1.5068414211273193	1.5204800367355347	1.5951977968215942
1.5573939085006714	1.4715455770492554	1.5645225048065186	1.633650541305542	1.5325649976730347
1.5549477338790894	1.51333749294281	1.578033685684204	1.583868145942688	1.5895891189575195
1.6796952486038208	1.7454395294189453	1.546734094619751	1.6019753217697144	1.640179991722107
1.5216350555419922	1.4967999458312988	1.5541942119598389	1.4504001140594482	1.5139178037643433
1.4900351762771606	1.4657634496688843	1.5136276483535767	1.5665799379348755	1.5541942119598389
1.6351734399795532	1.5404739379882812	1.6027063131332397	1.7645442485809326	1.6046236753463745
1.6018840074539185	1.562462329864502	1.5504214763641357	1.630510687828064	1.5483424663543701
1.5174919366836548	1.5328515768051147	1.4931762218475342	1.5987733602523804	1.561618685722351
1.6290733814239502	1.6047148704528809	1.5719913244247437	1.5831284523010254	1.5902336835861206
1.4854097366333008	1.494254469871521	1.4624634981155396	1.440981388092041	1.4728385210037231
1.4472672939300537	1.4482786655426025	1.4319099187850952	1.4729379415512085	1.4864935874938965
1.5099475383758545	1.562368631362915	1.5924419164657593	1.6756808757781982	1.5846998691558838
1.5052859783172607	1.5513654947280884	1.5756194591522217	1.5698477029800415	1.5547593832015991
1.5202873945236206	1.46416437625885	1.5610560178756714	1.5793321132659912	1.5406640768051147
1.6283541917800903	1.576548457145691	1.5367628335952759	1.6093612909317017	1.6848303079605103
1.5958400964736938	1.5144013166427612	1.5219237804412842	1.5343791246414185	1.5844227075576782
1.5553243160247803	1.683091402053833	1.5511767864227295	1.5836832523345947	1.6889963150024414
1.54227876663208	1.5543826818466187	1.5409491062164307	1.655993103981018	1.5926257371902466
1.575340747833252	1.5068414211273193	1.5573939085006714	1.5936366319656372	1.5165268182754517
1.5442709922790527	1.543038010597229	1.6746320724487305	1.6714816093444824	1.6657781600952148
1.6270948648452759	1.806609034538269	1.5581458806991577	1.5572999715805054	1.8051496744155884
1.563492774963379	1.593544840812683	1.5618062019348145	1.6437467336654663	1.5911542177200317
1.5561712980270386	1.5910621881484985	1.5405689477920532	1.5788685083389282	1.5788685083389282
1.585161805152893	1.3942991495132446	1.544839859008789	1.5544768571853638	1.494254469871521
1.5240386724472046	1.525575041770935	1.474328875541687	1.587838053703308	1.5216350555419922
1.6466835737228394	1.6136314868927002	1.5447449684143066	1.6365159749984741	1.6558163166046143
1.5597424507141113	1.547302007675171	1.5146913528442383	1.5905098915100098	1.5155611038208008
1.49611496925354	1.501877784729004	1.4944504499435425	1.5170094966888428	1.5195167064666748
1.4752223491668701	1.4419971704483032	1.5487207174301147	1.5107229948043823	1.5336154699325562
1.491017460823059	1.4520143270492554	1.4943524599075317	1.4723414182662964	1.472540259361267
1.5601178407669067	1.4694547653198242	1.7679429054260254	1.5172024965286255	1.61272394657135
1.5583337545394897	1.4462553262710571	1.5250951051712036	1.5141112804412842	1.585715889930725
1.706502914428711	1.568914771080017	1.4542310237884521	1.5398085117340088	1.5740389823913574
1.7183873653411865	1.6383936405181885	1.6685006618499756	1.668851613998413	1.5451240539550781
1.6343673467636108	1.605900526046753	1.6699918508529663	1.660231590270996	1.642231822013855
1.6330230236053467	1.6531615257263184	1.623311161994934	1.6445481777191162	1.555512547492981
1.5100444555282593	1.5223084688186646	1.4895437955856323	1.5920740365982056	1.5770127773284912
1.5483424663543701	1.5818331241607666	1.4786919355392456	1.6883894205093384	1.543038010597229
1.5807220935821533	1.6110889911651611	1.6488161087036133	1.5757124423980713	1.6026149988174438
1.5747829675674438	1.5534404516220093	1.7031536102294922	1.5412341356277466	1.5784047842025757
1.6902095079421997	1.5246150493621826	1.6229503154754639	1.6949671506881714	1.739726185798645
1.5280683040618896	1.5082011222839355	1.6035282611846924	1.5519317388534546	1.6107254028320312
1.5272057056427002	1.5541942119598389	1.567981243133545	1.5291218757629395	1.591982126235962
1.4991456270217896	1.4621630907058716	1.5126601457595825	1.5132406949996948	1.4949402809143066
1.4883638620376587	1.49013352394104	1.5099475383758545	1.5139178037643433	1.4966042041778564
1.700400471687317	1.6446372270584106	1.641696810722351	1.6799567937850952	1.6261948347091675
1.600969672203064	1.588299036026001	1.6736700534820557	1.6781256198883057	1.6389297246932983
1.8125962018966675	1.587469220161438	1.777441143989563	1.5763627290725708	1.7780177593231201
1.683091402053833	1.709760069847107	1.773565411567688	1.6864805221557617	1.846765160560608
1.649881362915039	1.6400014162063599	1.675418734550476	1.5691946744918823	1.596665620803833
1.6601433753967285	1.5847922563552856	1.5787757635116577	1.9365483522415161	1.6553741693496704
1.6755061149597168	1.6286238431930542	1.5860852003097534	1.6535156965255737	1.6316776275634766
1.6884760856628418	1.7785940170288086	1.762385606765747	1.6888229846954346	1.6453492641448975
1.7278190851211548	1.6227699518203735	1.6337401866912842	1.6876088380813599	1.642410159111023
1.5697543621063232	1.6143572330474854	1.6062651872634888	1.6923737525939941	1.5728293657302856
1.5722707509994507	1.5155611038208008	1.6032543182373047	1.5468287467956543	1.6000548601150513
1.5894049406051636	1.5939122438430786	1.560680866241455	1.6328437328338623	1.64757239818573
1.5789612531661987	1.5199984312057495	1.5481534004211426	1.5784047842025757	1.5886677503585815
1.6176189184188843	1.6897763013839722	1.6229503154754639	1.5889441967010498	1.7822123765945435
1.732811450958252	1.6760302782058716	1.6902961730957031	1.6473058462142944	1.645438313484192
1.6771655082702637	1.6054446697235107	1.6333816051483154	1.5985901355743408	1.603893518447876
1.5763627290725708	1.515754222869873	1.4701520204544067	1.7234920263290405	1.5069385766983032
1.6492600440979004	1.586731195449829	1.5745970010757446	1.5890363454818726	1.735344409942627
1.6102708578109741	1.528834581375122	1.605535864830017	1.5432277917861938	1.5834983587265015
1.617075800895691	1.5541942119598389	1.5698477029800415	1.533233642578125	1.6256544589996338
1.5661126375198364	1.584145426750183	1.555512547492981	1.583868145942688	1.6400907039642334
1.5399986505508423	1.5198057889938354	1.5218275785446167	1.5632117986679077	1.5677944421768188
1.6816118955612183	1.6636674404144287	1.659437656402588	1.7544755935668945	1.6852647066116333
1.6352629661560059	1.5453135967254639	1.576734185218811	1.5921660661697388	1.6400014162063599
1.6666568517684937	1.6675351858139038	1.6649869680404663	1.615535855293274	1.633202314376831
1.5909701585769653	1.575433611869812	1.5656450986862183	1.5670472383499146	1.592901587486267
1.640447735786438	1.6089063882827759	1.597399115562439	1.659525990486145	1.6647231578826904
1.5597424507141113	1.6223187446594238	1.5516486167907715	1.6297922134399414	1.6031630039215088
1.7394737005233765	1.596665620803833	1.5951060056686401	1.6047148704528809	1.5979489088058472
1.5829434394836426	1.5677944421768188	1.5587095022201538	1.5340927839279175	1.5860852003097534
1.5632117986679077	1.5682613849639893	1.586269736289978	1.5799809694290161	1.6088154315948486
1.6036195755004883	1.5824809074401855	1.6974703073501587	1.523558259010315	1.5331381559371948
1.5346653461456299	1.4989503622055054	1.4481775760650635	1.555983066558838	1.5751547813415527
1.5413291454315186	1.5541000366210938	1.5311312675476074	1.575991153717041	1.5828510522842407
1.6576721668243408	1.5531576871871948	1.6573188304901123	1.5969407558441162	1.6126331090927124
1.6518324613571167	1.5488152503967285	1.5090745687484741	1.5522147417068481	1.5382864475250244
1.5669537782669067	1.6095433235168457	1.569101333618164	1.59418785572052	1.5920740365982056
1.613450050354004	1.6061739921569824	1.619247317314148	1.5174919366836548	1.6605843305587769
1.5374295711517334	1.5912461280822754	1.5588034391403198	1.5792393684387207	1.55325186252594
1.794084906578064	1.7365251779556274	1.7497960329055786	1.9125845432281494	1.8504875898361206
1.6543124914169312	1.6191569566726685	1.6552857160568237	1.6253843307495117	1.5648032426834106
1.5268222093582153	1.5859928131103516	1.5114012956619263	1.5245189666748047	1.5131440162658691
1.4972889423370361	1.468956470489502	1.4667620658874512	1.500024437904358	1.537715196609497
1.6909023523330688	1.5917061567306519	1.6368738412857056	1.5506103038787842	1.5398085117340088
1.5285472869873047	1.545218825340271	1.5206725597381592	1.4786919355392456	1.5099475383758545
1.5090745687484741	1.4764128923416138	1.4657634496688843	1.588483452796936	1.605535864830017
1.515754222869873	1.52528715133667	1.4977777004241943	1.5266304016113281	1.5372390747070312
